TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-19,2026-08-19,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7548.90,7548.90,7390.00,7400.00,7400.00,7559.85,,7429.82,,,11197,83376620.00,2157,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,1374.25,1395.00,1340.00,1363.65,1348.35,1367.65,,1363.99,,,45838,62711563.00,1960,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,937.50,942.20,926.00,929.45,929.45,935.35,,928.66,,,24931,23240753.00,1104,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500009,INE432A01017,AMBALALSA,B,,,,,AMBALAL SARABHAI ENTERPRISES L,47.61,48.01,45.77,46.51,46.50,47.70,,46.35,,,42239,1979217.00,443,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,43.51,44.45,42.50,42.77,42.80,43.98,,42.77,,,152202,6517930.00,1186,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.32,3.39,3.32,3.32,3.32,3.38,,3.33,,,20049,66812.00,12,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.57,3.93,3.57,3.90,3.91,3.78,,3.90,,,9725,37519.00,53,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,7.57,7.57,7.12,7.25,7.25,7.28,,7.25,,,622,4486.00,20,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500020,INE032A01023,BOMDYEING,B,,,,,BOMBAY DYEING & MFG.CO.LTD.,114.30,115.05,111.10,111.95,111.95,114.95,,111.60,,,38170,4300393.00,516,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,297.00,297.85,294.00,294.00,294.00,296.90,,297.68,,,443,130594.00,25,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6627.70,6660.00,6518.85,6581.75,6581.75,6613.05,,6595.51,,,2767,18212621.00,629,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,26.63,27.28,25.70,25.82,25.95,26.74,,25.82,,,8026,209360.00,92,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,353.45,356.90,350.95,354.45,352.00,355.15,,353.57,,,7404,2617425.00,384,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,B,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,18.61,21.26,18.56,20.39,20.39,18.62,,20.38,,,6376023,130406669.00,11313,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,18245.00,18317.95,17725.00,17940.00,17940.00,18245.00,,17849.42,,,7794,139643823.00,2226,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1091.95,1092.90,1076.50,1078.60,1078.60,1092.95,,1080.19,,,117684,127288034.00,3543,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD,652.85,667.50,648.95,650.85,650.85,652.15,,650.80,,,66781,43885735.00,2114,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,624.30,631.10,620.90,623.10,624.00,629.20,,622.81,,,10878,6804618.00,549,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1365.40,1400.70,1365.40,1395.75,1395.95,1390.40,,1395.15,,,5701,7936172.00,279,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3980.00,3983.25,3905.00,3928.85,3905.00,3980.70,,3929.87,,,3620,14284127.00,533,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,730.50,730.50,710.50,721.45,721.50,752.75,,721.31,,,38185,27351052.00,1628,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,1975.00,1985.00,1922.70,1963.05,1961.40,1964.40,,1966.71,,,20027,39065146.00,1590,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,412.90,413.25,406.45,408.70,408.70,411.90,,409.20,,,335507,137097737.00,4297,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,11.90,11.92,10.80,10.94,11.23,11.36,,10.94,,,202335,2345590.00,326,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,121.40,122.25,118.65,119.15,118.65,122.55,,119.06,,,70793,8476938.00,717,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,12.57,13.00,11.81,12.84,12.80,12.10,,12.84,,,35696,447574.00,133,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,4.02,4.02,4.02,4.02,4.02,4.09,,4.06,,,100,402.00,1,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,T,,,,,Birla Cable Limited,300.00,300.00,280.20,286.10,282.50,292.40,,285.03,,,17812,5145871.00,429,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1487.55,1500.20,1479.00,1498.00,1498.00,1494.00,,1493.24,,,14207,21165360.00,1274,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,11881.00,11900.00,11850.00,11900.00,11900.00,11866.95,,11803.00,,,53,628489.00,25,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,266.95,266.95,251.00,257.10,257.65,267.05,,257.10,,,936,237895.00,74,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,50.50,51.00,49.71,50.02,50.60,49.98,,50.26,,,3476,174047.00,55,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,342.80,344.25,341.80,341.80,341.80,344.70,,341.90,,,185,63385.00,38,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,22.00,22.80,21.50,22.70,22.70,22.04,,22.46,,,320855,7258432.00,379,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,161.95,162.00,158.60,159.75,159.75,168.00,,159.67,,,246050,39374057.00,4321,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,431.85,437.60,431.85,434.35,436.00,434.45,,434.84,,,20217,8792768.00,761,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,465.60,470.55,456.65,459.20,459.20,465.00,,459.49,,,123654,57384251.00,2803,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1420.05,1431.00,1415.45,1416.00,1416.00,1431.85,,1421.98,,,30973,44051624.00,3536,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,589.70,589.70,570.15,578.00,583.30,589.70,,577.01,,,76,43971.00,12,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4418.80,4549.00,4418.80,4501.15,4495.00,4442.95,,4499.54,,,4537,20429268.00,885,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,883.45,885.50,860.20,862.90,862.90,893.95,,863.05,,,162190,140832151.00,5371,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,404.00,404.00,398.05,398.50,398.50,403.50,,399.72,,,62950,25210187.00,2836,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,457.05,477.20,449.85,475.30,474.20,452.70,,475.54,,,34653,16305487.00,1235,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,527.00,532.25,512.00,518.15,518.15,527.05,,516.56,,,117005,60409267.00,2413,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,424.10,424.95,414.40,418.50,418.50,425.20,,419.78,,,484685,202442454.00,7488,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,366.65,367.90,364.65,365.05,365.05,366.15,,366.43,,,391226,143152765.00,3277,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,82.00,84.10,81.00,81.60,81.60,81.41,,81.68,,,5382938,445367757.00,16096,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,27.19,27.41,26.55,26.69,26.65,27.08,,26.71,,,31971,858543.00,255,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,180.65,183.85,175.05,176.50,176.50,177.35,,176.51,,,1070827,192188924.00,8496,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1437.95,1489.00,1410.05,1440.10,1440.10,1404.25,,1440.29,,,343506,502445111.00,10827,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,1052.25,1054.60,1041.30,1046.00,1046.00,1053.70,,1048.59,,,751654,787857142.00,16100,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,169.45,173.85,169.30,172.50,172.50,170.40,,172.75,,,1155978,198372944.00,7703,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,5049.30,5074.70,5036.85,5064.00,5064.00,5050.40,,5067.98,,,16786,84871258.00,2989,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,80.96,81.70,80.60,80.72,80.72,81.14,,80.72,,,311209,25263147.00,1881,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,44.18,44.18,42.60,43.30,43.28,43.60,,43.26,,,60441,2610696.00,347,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,170.45,181.80,170.45,176.35,176.35,168.70,,176.19,,,173901,30704523.00,2108,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,240.00,241.40,233.70,236.90,236.90,239.35,,238.96,,,356,83412.00,65,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,11788.05,11788.05,11538.05,11608.00,11639.90,11657.00,,11601.43,,,107,1243829.00,61,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1152.80,1187.35,1152.80,1171.00,1171.00,1180.50,,1170.01,,,71049,83766849.00,5396,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,779.30,800.00,777.05,787.15,788.00,779.30,,787.05,,,26709,21083996.00,1375,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5850.00,5870.50,5764.50,5779.75,5789.45,5833.20,,5780.96,,,249,1446009.00,96,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,71.37,71.99,70.50,71.70,71.20,71.21,,71.76,,,60836,4310269.00,403,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500133,INE284A01012,ESABINDIA,B,,,,,ESAB INDIA LTD.,6119.05,6128.10,6049.30,6050.15,6049.40,6185.75,,6057.36,,,616,3744606.00,170,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,246.00,255.80,245.10,250.45,251.80,245.05,,250.76,,,1260365,315770351.00,5350,F1,1,,,,,
