TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-19,2026-08-19,CM,BSE,STK,532281,INE860A01027,HCLTECH,A,,,,,HCL TECHNOLOGIES LTD.,1310.00,1323.80,1301.55,1322.50,1322.50,1300.00,,1324.79,,,189112,248587298.00,7331,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532454,INE397D01024,BHARTIARTL,A,,,,,BHARTI AIRTEL LTD.,1921.40,1941.75,1921.35,1925.00,1925.00,1935.00,,1922.01,,,362866,700568427.00,10307,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532466,INE881D01027,OFSS,A,,,,,ORACLE FINANCIAL SERVICES SOFT,11699.00,11846.35,11640.00,11720.00,11720.00,11651.65,,11773.92,,,20015,234578897.00,4475,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532488,INE361B01024,DIVISLAB,A,,,,,DIVIS LABORATORIES LTD.,8589.40,8595.00,8504.30,8525.00,8525.00,8600.00,,8559.93,,,60100,513764418.00,2644,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532500,INE585B01010,MARUTI,A,,,,,MARUTI SUZUKI INDIA LTD.,13730.00,13748.95,13628.30,13688.20,13688.20,13720.00,,13689.99,,,24008,328118216.00,2513,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532514,INE203G01027,IGL,A,,,,,INDRAPRASTHA GAS LTD.,153.25,158.00,150.25,153.05,153.05,149.45,,152.65,,,1120341,173552879.00,6730,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532538,INE481G01011,ULTRACEMCO,A,,,,,ULTRATECH CEMENT LTD.,11500.00,11590.30,11396.05,11460.00,11460.00,11495.00,,11450.02,,,24012,274925223.00,2780,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532540,INE467B01029,TCS,A,,,,,TATA CONSULTANCY SERVICES LTD.,2292.05,2302.85,2258.30,2287.00,2287.00,2281.00,,2288.99,,,181811,414498079.00,10756,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532541,INE591G01025,COFORGE,A,,,,,COFORGE LIMITED,1794.95,1822.00,1786.85,1815.00,1815.00,1769.40,,1813.11,,,175460,317100904.00,4816,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532642,INE824G01012,JSWHL,A,,,,,JSW HOLDINGS LIMITED,11501.65,11501.65,11265.00,11370.60,11370.60,11509.60,,11331.74,,,15314,174497419.00,147,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532667,INE040H01021,SUZLON,A,,,,,SUZLON ENERGY LTD.,47.78,47.78,46.70,46.78,46.78,47.79,,46.77,,,4298915,202128074.00,22971,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532683,INE212H01026,AIAENG,A,,,,,AIA ENGINEERING LTD.,4433.85,4435.15,4370.00,4385.25,4402.05,4444.80,,4384.91,,,51073,223466601.00,277,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532725,INE343H01029,SOLARINDS,A,,,,,SOLAR INDUSTRIES INDIA LTD.,20149.95,20149.95,19550.00,19800.00,19800.00,20151.00,,19721.52,,,9001,178014411.00,1726,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532757,INE540H01012,VOLTAMP,A,,,,,VOLTAMP TRANSFORMERS LTD.,10095.00,10095.00,9960.00,9995.40,10011.90,10095.20,,9999.85,,,24026,240260280.00,165,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532810,INE134E01011,PFC,A,,,,,POWER FINANCE CORPORATION LTD.,375.00,376.50,371.10,376.00,376.00,374.25,,374.46,,,1553067,580521420.00,7055,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532822,INE669E01016,IDEA,A,,,,,VODAFONE IDEA  LIMITED,14.12,14.22,13.88,14.06,14.06,14.12,,14.07,,,17805942,250339366.00,245937,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532955,INE020B01018,RECLTD,A,,,,,REC LIMITED,338.85,340.30,336.40,337.35,337.35,339.95,,337.01,,,761281,258363609.00,7005,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532977,INE917I01010,BAJAJ-AUTO,A,,,,,BAJAJ AUTO LTD.,11600.00,11717.00,11537.50,11700.00,11700.00,11598.00,,11645.10,,,34331,399491624.00,1633,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,532978,INE918I01026,BAJAJFINSV,A,,,,,BAJAJ FINSERV LTD.,2000.00,2010.00,1984.85,2010.00,2010.00,2010.10,,2011.99,,,92777,185526934.00,1089,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,533179,INE262H01021,PERSISTENT,A,,,,,PERSISTENT SYSTEMS LTD.,5515.00,5577.95,5475.00,5510.00,5510.00,5445.90,,5510.00,,,47711,263704671.00,4810,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,533273,INE093I01010,OBEROIRLTY,A,,,,,OBEROI REALTY LTD.,1859.00,1889.55,1831.50,1859.00,1859.00,1870.60,,1869.62,,,1037308,1944746837.00,4248,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,533519,INE498L01015,LTF,A,,,,,L&T Finance Limited,327.40,327.40,312.85,315.00,315.00,324.80,,315.39,,,835274,264362115.00,8359,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,533655,INE152M01016,TRITURBINE,A,,,,,TRIVENI TURBINE LTD.,578.55,584.95,561.35,569.95,566.00,582.15,,569.67,,,1054127,597211261.00,2995,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,534091,INE745G01043,MCX,A,,,,,MULTI COMMODITY EXCHANGE OF IN,3060.10,3068.10,2960.55,2973.00,2973.00,3037.75,,2973.00,,,128000,385034376.00,8207,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,535789,INE148I01020,SAMMAANCAP,A,,,,,Sammaan Capital Limited,151.90,158.50,150.50,153.65,153.65,149.90,,153.63,,,1190411,184432379.00,8941,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,539177,INE206F01022,AIIL,A,,,,,Authum Investment & Infrastruc,558.55,571.40,543.50,549.85,551.00,553.00,,550.44,,,307955,168945964.00,1463,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,539268,INE398R01022,SYNGENE,A,,,,,Syngene International Limited,400.75,404.95,396.05,397.10,396.55,403.65,,396.85,,,527097,209829613.00,1260,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,539448,INE646L01027,INDIGO,A,,,,,InterGlobe Aviation Limited,5160.05,5215.00,5153.20,5175.00,5175.00,5215.20,,5192.97,,,71940,371895283.00,3192,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,539523,INE540L01014,ALKEM,A,,,,,Alkem Laboratories Limited,5454.70,5488.85,5369.15,5380.50,5380.00,5475.00,,5382.50,,,127066,684556130.00,1531,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,540699,INE935N01020,DIXON,A,,,,,Dixon Technologies (India) Lim,14195.05,14544.70,14029.65,14495.00,14495.00,14140.50,,14462.59,,,29573,424436851.00,5267,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,540716,INE765G01017,ICICIGI,A,,,,,ICICI Lombard General Insuranc,1631.65,1640.00,1611.50,1616.00,1616.00,1630.00,,1615.70,,,320479,519180084.00,923,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,540719,INE123W01016,SBILIFE,A,,,,,SBI Life Insurance Company Lim,1755.80,1785.60,1746.75,1785.50,1785.50,1778.55,,1780.41,,,211572,374526524.00,2195,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,540767,INE298J01013,NAM-INDIA,A,,,,,NIPPON LIFE INDIA ASSET MANAGE,1173.45,1217.20,1173.45,1210.10,1210.10,1175.85,,1216.84,,,142483,169919154.00,2984,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,540975,INE914M01019,ASTERDM,A,,,,,ASTER DM QUALITY CARE LIMITED,783.00,835.00,766.10,800.70,800.70,817.80,,800.21,,,5849477,4523250789.00,29896,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,541153,INE545U01014,BANDHANBNK,A,,,,,Bandhan Bank Limited,170.60,170.60,167.80,169.30,169.30,170.40,,169.20,,,1623905,274780862.00,2607,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,541154,INE066F01020,HAL,A,,,,,Hindustan Aeronautics Limited,5098.90,5100.00,5002.75,5010.00,5010.00,5099.30,,5016.79,,,65096,327742170.00,9028,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,541450,INE364U01010,ADANIGREEN,A,,,,,Adani Green Energy Limited,1312.00,1312.70,1281.80,1290.00,1290.00,1309.00,,1292.72,,,151234,195164983.00,6702,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,541729,INE127D01025,HDFCAMC,A,,,,,HDFC Asset Management Company,2507.85,2551.95,2501.00,2538.00,2538.00,2525.00,,2551.64,,,150128,381301372.00,3207,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,542066,INE399L01023,ATGL,A,,,,,ADANI TOTAL GAS LIMITED,648.50,687.90,648.50,663.85,663.85,647.70,,664.30,,,537978,361249348.00,11618,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,542772,INE466L01038,360ONE,A,,,,,360 ONE WAM LIMITED,1162.95,1184.60,1157.75,1177.35,1177.35,1168.90,,1180.45,,,213004,250301755.00,2422,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543066,INE018E01016,SBICARD,A,,,,,SBI CARDS AND PAYMENT SERVICES,612.00,626.80,610.20,626.30,626.30,615.60,,623.65,,,583322,358004344.00,2275,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543187,INE07Y701011,POWERINDIA,A,,,,,HITACHI ENERGY INDIA LIMITED,35209.95,35209.95,33400.00,33550.00,33550.00,35220.00,,33797.72,,,10413,352655717.00,2864,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543265,INE0DD101019,RAILTEL,A,,,,,RailTel Corporation of India L,283.85,297.50,282.50,286.85,286.85,277.15,,287.24,,,667490,193882730.00,9185,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543278,INE303R01014,KALYANKJIL,A,,,,,Kalyan Jewellers India Limited,605.05,605.10,587.85,595.00,595.00,602.00,,595.19,,,536935,318768753.00,8038,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543300,INE073K01018,SONACOMS,A,,,,,Sona BLW Precision Forgings Li,825.75,829.70,817.30,823.00,823.00,825.50,,823.50,,,471895,387636321.00,3944,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543320,INE758T01015,ETERNAL,A,,,,,Eternal Limited,318.50,322.85,316.00,320.20,320.20,316.00,,320.00,,,1301601,416910055.00,16269,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543367,INE045601023,PARAS,A,,,,,Paras Defence and Space Techno,1530.00,1577.65,1468.00,1496.10,1496.10,1527.65,,1496.38,,,214240,325360088.00,8214,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543384,INE388Y01029,NYKAA,A,,,,,FSN E-Commerce Ventures Limite,320.20,329.00,320.20,327.50,327.50,321.00,,327.35,,,706441,230073901.00,2866,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543390,INE417T01026,POLICYBZR,A,,,,,PB Fintech Limited,1750.40,1798.55,1743.40,1780.00,1780.00,1748.00,,1782.08,,,153534,273672043.00,7177,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543396,INE982J01020,PAYTM,A,,,,,One 97 Communications Limited,1547.90,1605.00,1546.90,1585.20,1585.20,1546.90,,1583.51,,,320986,509374981.00,11824,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543428,INE0IX101010,DATAPATTNS,A,,,,,Data Patterns (India) Limited,4749.00,4791.90,4691.00,4775.20,4775.20,4737.45,,4774.26,,,79129,375777722.00,7328,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543463,INE825V01034,MANYAVAR,A,,,,,Vedant Fashions Limited,534.10,545.15,531.20,542.75,542.00,536.80,,542.61,,,1121911,601378360.00,674,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543664,INE918Z01012,KAYNES,A,,,,,KAYNES TECHNOLOGY INDIA LIMITE,3640.40,3825.00,3640.40,3811.00,3811.00,3651.90,,3820.80,,,182759,689064611.00,15304,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543904,INE634S01028,MANKIND,A,,,,,Mankind Pharma Limited,2371.10,2423.95,2371.10,2391.00,2391.00,2390.00,,2394.00,,,117487,281017392.00,2064,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543933,INE055S01018,CYIENTDLM,B,,,,,Cyient DLM Limited,732.45,740.00,710.45,714.80,715.10,736.80,,715.55,,,343537,247110575.00,1206,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543940,INE758E01017,JIOFIN,A,,,,,Jio Financial Services Limited,245.60,246.20,241.60,242.70,242.70,246.15,,243.14,,,888055,216764119.00,12281,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543945,INE0NT901020,NETWEB,A,,,,,NETWEB TECHNOLOGIES INDIA LIMI,5300.05,5342.50,5024.00,5062.15,5062.15,5357.75,,5064.79,,,178311,916507802.00,14786,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543980,INE682M01020,JLHL,A,,,,,Jupiter Life Line Hospitals Li,319.90,323.00,317.10,321.30,322.40,318.20,,320.57,,,1005278,320188818.00,257,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,543985,INE07K301024,ZAGGLE,A,,,,,ZAGGLE PREPAID OCEAN SERVICES,187.00,195.70,180.00,186.00,186.00,165.85,,186.04,,,2671926,496777319.00,17186,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544192,INE0HV901016,IXIGO,A,,,,,Le Travenues Technology Limite,172.25,172.55,167.55,168.90,168.10,173.00,,168.79,,,1466557,249166128.00,1244,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544243,INE01FR01028,STYLEBAAZA,B,,,,,Baazar Style Retail Limited,413.00,423.80,410.15,423.80,423.80,403.65,,422.97,,,764948,323200211.00,3919,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544288,INE0UIZ01018,BLACKBUCK,A,,,,,BlackBuck Limited,590.05,628.35,585.55,613.80,613.80,588.80,,615.63,,,365938,225139306.00,7095,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544449,INE0CZ201020,ANTHEM,A,,,,,Anthem Biosciences Limited,892.00,896.70,880.00,881.75,880.00,890.65,,881.90,,,629577,558475715.00,1558,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544458,INE0FMZ01045,SHREEREF,M,,,,,SHREE REFRIGERATIONS LIMITED,331.20,384.50,328.00,368.10,367.95,332.05,,368.10,,,833000,297105825.00,1441,F1,500,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544467,INE301O01023,NSDL,A,,,,,National Securities Depository,807.50,807.50,801.00,802.15,802.15,806.20,,802.15,,,319933,257126943.00,20185,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544569,INE1TAE01010,TMCV,B,,,,,Tata Motors Limited,471.00,479.90,467.70,478.25,478.25,472.45,,478.30,,,628489,297424918.00,23569,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544572,INE2J8701016,SKFINDUS,B,,,,,SKF INDIA (INDUSTRIAL) LIMITED,2645.25,2810.50,2645.25,2800.05,2808.95,2660.90,,2800.21,,,145527,403281128.00,1652,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544600,INE956O01016,LENSKART,B,,,,,Lenskart Solutions Limited,632.95,645.10,622.90,639.30,640.00,627.40,,639.60,,,708835,451800160.00,3918,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544603,INE0HOQ01053,GROWW,B,,,,,Billionbrains Garage Ventures,194.00,198.00,193.50,194.20,194.20,193.70,,194.14,,,2440813,476492228.00,12029,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544606,INE15B701018,PINELABS,B,,,,,Pine Labs Limited,161.00,161.50,157.00,157.65,157.65,160.40,,157.62,,,1125555,179667783.00,4313,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544632,INE0VDM01015,MEESHO,B,,,,,Meesho Limited,191.85,200.00,191.85,196.90,196.90,192.95,,196.88,,,1533764,299995245.00,9352,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544634,INE947N01017,AEQUS,B,,,,,Aequs Limited,262.30,268.95,255.50,262.40,262.40,259.95,,262.45,,,704577,185167460.00,8324,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544658,INE346A01027,ICICIAMC,A,,,,,ICICI Prudential Asset Managem,3106.90,3290.00,3082.90,3262.05,3262.05,3106.35,,3260.83,,,92980,299859732.00,7880,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544829,INE640G01020,SBIFUNDS,A,,,,,SBI Funds Management Limited,555.80,557.40,550.30,553.75,553.75,554.85,,553.95,,,433575,239420969.00,8580,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544837,INE084101034,INDOMIM,B,,,,,INDO-MIM Limited,966.95,989.95,936.20,966.60,966.60,951.30,,967.88,,,311523,299015662.00,13530,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544865,INE00GO01025,LEAPIND,B,,,,,LEAP India Limited,159.45,171.25,156.10,160.55,160.55,160.00,,159.76,,,2310238,378631862.00,16883,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544866,INE869T01028,MOLBIO,B,,,,,MOLBIO DIAGNOSTICS LIMITED,1088.00,1132.00,1013.65,1040.35,1040.35,1114.55,,1036.98,,,635792,693294318.00,21972,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544867,INE01NH01023,DHOOTTRANS,B,,,,,Dhoot Transmission Limited,1312.50,1436.85,1271.35,1402.75,1402.75,1306.25,,1403.96,,,2365093,3264965974.00,85126,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,544868,INE00IT01020,MILKYMIST,B,,,,,Milky Mist Dairy Food Limited,190.00,199.55,189.85,199.55,199.55,181.45,,199.65,,,1679455,330620666.00,21904,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,590096,INF732E01037,LIQUIDBEES,F,,,,,NIPPON INDIA ETF LIQUID BEES,1000.00,1000.01,999.99,1000.00,999.99,1000.00,,999.99,,,218104,218103680.00,781,F1,1,,,,,
2026-08-19,2026-08-19,CM,BSE,STK,590145,INF204KC1402,SILVERBEES,E,,,,,Nippon India Mutual Fund - Per,221.63,221.63,215.16,216.41,216.54,221.63,,216.43,,,922124,199498410.00,7323,F1,1,,,,,
