TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-18,2026-08-18,CM,BSE,STK,500238,INE716A01013,WHIRLPOOL,A,,,,,WHIRLPOOL OF INDIA LTD.,780.75,784.30,765.65,768.65,768.15,775.95,,768.99,,,6236,4824549.00,402,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500239,INE104A01012,KGDENIM,X,,,,,KG DENIM LTD.,14.97,14.97,14.17,14.85,14.85,14.88,,14.85,,,2621,38930.00,6,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500240,INE266B01017,KINETICENG,XT,,,,,KINETIC ENGINEERING LTD.,237.05,242.40,237.00,237.35,238.95,238.55,,237.35,,,5278,1259179.00,85,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500241,INE732A01036,KIRLOSBROS,A,,,,,KIRLOSKAR BROTHERS LTD.,1954.20,1954.20,1904.50,1908.15,1911.00,1915.60,,1909.95,,,2097,4033262.00,244,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500243,INE250A01039,KIRLOSIND,B,,,,,KIRLOSKAR INDUSTRIES LTD,3875.65,3875.65,3772.00,3772.15,3772.15,3839.70,,3753.32,,,33,126156.00,14,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500245,INE884B01025,KIRLFER,B,,,,,KIRLOSKAR FERROUS INDUSTRIES L,432.05,437.60,429.20,435.95,436.55,433.60,,435.86,,,5634,2444403.00,309,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500246,INE601C01013,ENVAIREL,XT,,,,,ENVAIR ELECTRODYNE LTD.,45.15,45.15,45.15,45.15,45.15,46.07,,45.15,,,455,20543.00,6,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500247,INE237A01036,KOTAKBANK,A,,,,,KOTAK MAHINDRA BANK LTD.,391.75,392.90,387.30,387.30,387.30,391.65,,387.65,,,317034,124167037.00,1883,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500248,INE073A01019,KRIFILIND,X,,,,,KRISHNA FILAMENT INDUSTRIES LI,5.03,5.10,5.03,5.10,5.10,4.86,,5.10,,,852,4289.00,5,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500249,INE999A01023,KSB,A,,,,,KSB LIMITED,801.05,801.05,789.95,793.45,791.00,794.55,,794.46,,,30529,24362312.00,384,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500250,INE337A01034,LGBBROSLTD,A,,,,,L.G.BALAKRISHNAN & BROS.LTD.,1610.90,1622.00,1598.70,1605.90,1600.30,1603.85,,1603.54,,,3166,5078229.00,256,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500251,INE849A01020,TRENT,A,,,,,TRENT LTD.,2946.00,2979.60,2934.05,2943.00,2943.00,2950.00,,2942.11,,,31582,93239157.00,3679,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500252,INE269B01029,LMW,A,,,,,LMW Limited,20039.50,20119.90,19686.50,19737.50,19713.05,20039.55,,19747.31,,,164,3261361.00,112,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500253,INE115A01026,LICHSGFIN,A,,,,,LIC HOUSING FINANCE LTD.,499.40,501.85,495.90,499.50,499.50,499.60,,498.80,,,64658,32214487.00,1745,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500257,INE326A01037,LUPIN,A,,,,,LUPIN LTD.,2250.90,2251.40,2219.85,2225.00,2225.00,2259.20,,2231.97,,,26965,60198083.00,2987,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500259,INE933A01014,LYKALABS,T,,,,,LYKA LABS LTD.,69.23,69.23,69.23,69.23,69.23,67.88,,69.31,,,2109,146006.00,8,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500260,INE331A01037,RAMCOCEM,A,,,,,THE RAMCO CEMENTS LIMITED,919.30,919.30,897.55,910.15,910.15,922.75,,909.81,,,25113,22678611.00,576,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500262,INE965B01022,HYBRIDFIN,T,,,,,HYBRID FINANCIAL SERVICES LIMI,17.50,18.00,17.10,18.00,18.00,17.50,,17.68,,,1157,20508.00,8,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500264,INE270B01035,MAFATIND,B,,,,,MAFATLAL INDUSTRIES LTD.,124.35,124.35,122.25,122.30,122.25,124.05,,122.51,,,2334,287629.00,35,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500265,INE271B01025,MAHSEAMLES,A,,,,,MAHARASHTRA SEAMLESS LTD.,623.80,627.10,615.00,619.75,621.15,620.55,,620.89,,,3253,2018637.00,227,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500266,INE288A01013,MAHSCOOTER,A,,,,,MAHARASHTRA SCOOTERS LTD.,13499.00,13511.85,13121.00,13228.75,13214.05,13485.30,,13226.19,,,382,5058435.00,221,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500267,INE201B01022,MAJESAUT,T,,,,,MAJESTIC AUTO LTD.,361.40,361.40,347.05,349.10,349.10,363.70,,351.03,,,3466,1215544.00,140,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500268,INE201A01024,MANALIPETC,B,,,,,MANALI PETROCHEMICAL LTD.,69.01,71.33,67.00,71.04,71.19,67.51,,71.06,,,89662,6300536.00,476,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500270,INE461A01024,BARODARY,X,,,,,BARODA RAYON CORPORATION LTD.,124.90,124.90,120.00,123.20,123.20,124.85,,123.20,,,2489,300605.00,67,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500271,INE180A01020,MFSL,A,,,,,Max Financial Services Limited,1572.00,1587.45,1548.30,1584.45,1584.45,1567.00,,1584.50,,,16099,25255259.00,1678,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500277,INE401C01018,MIDINDIA,X,,,,,MID INDIA INDUSTRIES LTD.,6.30,6.30,6.00,6.00,6.00,6.35,,6.00,,,104,624.00,3,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500279,INE831A01028,ONIDA,B,,,,,ONIDA ELECTRONICS LIMITED,35.75,36.33,35.68,35.73,35.84,36.01,,35.68,,,27338,982237.00,150,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500280,INE485A01015,CENTENKA,B,,,,,CENTURY ENKA LTD.,566.00,586.85,566.00,577.35,580.50,572.40,,576.56,,,1609,930233.00,121,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500312,INE213A01029,ONGC,A,,,,,OIL AND NATURAL GAS CORPORATIO,239.50,241.30,238.00,239.35,239.35,238.50,,239.50,,,2251921,540177890.00,10408,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500325,INE002A01018,RELIANCE,A,,,,,RELIANCE INDUSTRIES LTD.,1310.00,1328.00,1310.00,1319.40,1319.40,1318.40,,1321.99,,,579389,765634393.00,23097,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500331,INE318A01026,PIDILITIND,A,,,,,PIDILITE INDUSTRIES LTD.,1661.35,1673.15,1657.50,1673.05,1673.05,1669.80,,1674.00,,,19530,32500095.00,1574,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500420,INE685A01028,TORNTPHARM,A,,,,,TORRENT PHARMACEUTICALS LTD.,4880.65,5011.10,4880.65,4975.00,4975.00,4895.00,,4971.00,,,14690,73139932.00,2662,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500470,INE081A01020,TATASTEEL,A,,,,,TATA STEEL LTD.,186.15,187.10,184.30,185.20,185.20,186.10,,185.50,,,767928,142523160.00,11314,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500488,INE358A01014,ABBOTINDIA,A,,,,,ABBOTT INDIA LTD.,26700.70,26874.95,26500.00,26587.05,26587.05,26933.65,,26580.92,,,871,23199237.00,403,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500510,INE018A01030,LT,A,,,,,LARSEN & TOUBRO LTD.,4068.45,4085.00,4050.00,4082.00,4082.00,4076.00,,4064.49,,,36046,146670273.00,3193,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500520,INE101A01026,M&M,A,,,,,MAHINDRA & MAHINDRA LTD.,3381.45,3433.90,3381.45,3416.00,3416.00,3400.00,,3421.49,,,53041,181464951.00,4421,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500570,INE155A01022,TMPV,A,,,,,TATA MOTORS PASSENGER VEHICLES,330.05,331.60,322.75,323.00,323.00,330.55,,322.80,,,832298,271282388.00,23516,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500660,INE159A01016,GLAXO,A,,,,,GLAXOSMITHKLINE PHARMACEUTICAL,2675.65,2918.00,2675.65,2883.20,2883.20,2699.80,,2877.87,,,21867,62109832.00,2130,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500680,INE182A01018,PFIZER,A,,,,,PFIZER LTD.,4775.00,4828.20,4754.00,4800.80,4811.00,4828.20,,4799.32,,,379,1814908.00,111,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500696,INE030A01027,HINDUNILVR,A,,,,,HINDUSTAN UNILEVER LTD.,2051.35,2056.60,2034.90,2036.00,2036.00,2065.20,,2035.00,,,159028,324704773.00,14711,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,500875,INE154A01025,ITC,A,,,,,ITC LTD.,273.25,273.70,269.20,270.10,270.10,273.25,,270.00,,,1443084,390906297.00,29340,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,505890,INE717A01029,KENNAMET,B,,,,,KENNAMETAL INDIA LTD.,3543.65,3575.05,3490.00,3511.40,3490.00,3557.95,,3502.54,,,2128,7532779.00,547,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,511034,INE742C01031,JINDRILL,B,,,,,JINDAL DRILLING & INDUSTRIES L,585.70,673.95,585.70,651.00,651.00,586.40,,651.14,,,1023466,673012115.00,19388,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,512529,INE807F01027,VIYASH,A,,,,,VIYASH SCIENTIFIC LIMITED,254.35,257.60,252.90,254.65,254.65,252.50,,254.94,,,55601,14193641.00,1094,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,513599,INE531E01026,HINDCOPPER,A,,,,,HINDUSTAN COPPER LTD.,566.95,576.80,555.50,566.40,566.40,572.50,,566.36,,,975112,552650190.00,12172,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,515055,INE242C01024,ANANTRAJ,A,,,,,ANANT RAJ LIMITED,625.25,632.50,622.40,627.10,627.20,626.75,,627.05,,,108415,68118691.00,4681,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,522275,INE200A01026,GVT&D,A,,,,,GE Vernova T&D India Limited,4272.25,4306.25,4190.00,4195.00,4195.00,4290.00,,4195.00,,,140505,597290987.00,3041,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,523385,INE310A01015,NILKAMAL,B,,,,,NILKAMAL LTD.,1800.00,1879.00,1780.00,1831.55,1870.00,1805.90,,1846.22,,,1911,3457526.00,218,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,524208,INE769A01020,AARTIIND,A,,,,,AARTI INDUSTRIES LTD.,526.60,533.90,520.75,529.95,529.95,527.30,,530.08,,,190640,100122915.00,2607,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,524715,INE044A01036,SUNPHARMA,A,,,,,SUN PHARMACEUTICAL INDUSTRIES,1885.05,1899.00,1868.50,1876.40,1876.40,1882.50,,1875.10,,,465493,875770062.00,6391,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,530843,INE509F01029,CUPID,A,,,,,CUPID LTD.,274.40,285.50,257.40,284.10,284.10,269.30,,284.04,,,9664850,2623311832.00,97248,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532174,INE090A01021,ICICIBANK,A,,,,,ICICI BANK LTD.,1406.50,1416.40,1406.50,1411.05,1411.05,1417.90,,1412.00,,,482563,680195091.00,6727,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532175,INE136B01020,CYIENT,A,,,,,CYIENT LIMITED,867.35,869.00,850.00,857.75,854.15,867.65,,858.49,,,1254278,1072992131.00,3359,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532259,INE372A01015,APARINDS,A,,,,,APAR INDUSTRIES LTD.,16789.35,17299.00,16200.00,17205.65,17200.00,16513.15,,17213.56,,,19852,334588387.00,3862,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532281,INE860A01027,HCLTECH,A,,,,,HCL TECHNOLOGIES LTD.,1324.30,1324.30,1292.20,1300.00,1300.00,1325.60,,1298.02,,,264027,343623677.00,6751,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532454,INE397D01024,BHARTIARTL,A,,,,,BHARTI AIRTEL LTD.,1963.70,1963.70,1924.55,1935.00,1935.00,1969.50,,1934.20,,,189114,368199264.00,6347,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532466,INE881D01027,OFSS,A,,,,,ORACLE FINANCIAL SERVICES SOFT,11799.80,11840.00,11650.05,11651.65,11651.65,11775.50,,11623.12,,,6308,74146416.00,1550,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532488,INE361B01024,DIVISLAB,A,,,,,DIVIS LABORATORIES LTD.,8501.05,8630.00,8501.05,8600.00,8600.00,8495.00,,8588.08,,,27690,237801807.00,4187,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532500,INE585B01010,MARUTI,A,,,,,MARUTI SUZUKI INDIA LTD.,13760.00,13892.85,13720.00,13720.00,13720.00,13800.00,,13691.39,,,9209,127064565.00,2669,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532514,INE203G01027,IGL,A,,,,,INDRAPRASTHA GAS LTD.,150.90,151.35,149.15,149.45,150.20,151.15,,149.40,,,126439,19014904.00,1557,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532538,INE481G01011,ULTRACEMCO,A,,,,,ULTRATECH CEMENT LTD.,11600.30,11668.65,11495.00,11495.00,11495.00,11644.00,,11498.96,,,17684,204659828.00,3861,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532540,INE467B01029,TCS,A,,,,,TATA CONSULTANCY SERVICES LTD.,2309.60,2309.60,2280.70,2281.00,2281.00,2315.00,,2280.01,,,151566,347049016.00,12112,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532541,INE591G01025,COFORGE,A,,,,,COFORGE LIMITED,1800.95,1800.95,1760.50,1769.40,1769.40,1801.10,,1772.98,,,299459,528479170.00,3340,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532642,INE824G01012,JSWHL,A,,,,,JSW HOLDINGS LIMITED,11717.85,11900.00,11460.00,11509.60,11460.00,11811.10,,11494.82,,,301,3480183.00,144,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532667,INE040H01021,SUZLON,A,,,,,SUZLON ENERGY LTD.,49.00,49.03,47.50,47.79,47.79,48.92,,47.78,,,3078124,148548310.00,14853,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532683,INE212H01026,AIAENG,A,,,,,AIA ENGINEERING LTD.,4421.90,4477.45,4327.55,4444.80,4433.95,4381.20,,4447.57,,,24063,104817105.00,715,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532725,INE343H01029,SOLARINDS,A,,,,,SOLAR INDUSTRIES INDIA LTD.,20062.85,20420.00,20029.80,20151.00,20151.00,19963.00,,20279.81,,,9274,187398191.00,1803,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532757,INE540H01012,VOLTAMP,A,,,,,VOLTAMP TRANSFORMERS LTD.,9999.55,10144.70,9991.00,10095.20,10100.00,9989.40,,10093.54,,,816,8214310.00,258,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532810,INE134E01011,PFC,A,,,,,POWER FINANCE CORPORATION LTD.,375.00,376.70,373.50,374.25,374.25,375.00,,374.45,,,270070,101224280.00,5605,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532822,INE669E01016,IDEA,A,,,,,VODAFONE IDEA  LIMITED,13.65,14.31,13.50,14.12,14.12,13.70,,14.12,,,27768820,387030315.00,527050,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532955,INE020B01018,RECLTD,A,,,,,REC LIMITED,339.95,341.80,339.00,339.95,339.95,339.95,,338.50,,,1616153,550002042.00,3231,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532977,INE917I01010,BAJAJ-AUTO,A,,,,,BAJAJ AUTO LTD.,11700.40,11767.45,11590.00,11598.00,11598.00,11704.00,,11606.90,,,15849,184993031.00,2558,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,532978,INE918I01026,BAJAJFINSV,A,,,,,BAJAJ FINSERV LTD.,1990.25,2017.70,1990.25,2010.10,2010.10,2009.00,,2011.20,,,28020,56297453.00,1776,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,533179,INE262H01021,PERSISTENT,A,,,,,PERSISTENT SYSTEMS LTD.,5550.35,5569.95,5445.90,5445.90,5445.90,5572.20,,5442.52,,,19160,105574054.00,2715,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,533273,INE093I01010,OBEROIRLTY,A,,,,,OBEROI REALTY LTD.,1950.00,1961.45,1870.60,1870.60,1870.60,1932.50,,1858.03,,,69126,131759220.00,6381,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,533519,INE498L01015,LTF,A,,,,,L&T Finance Limited,314.80,325.85,307.70,324.80,324.80,314.70,,325.10,,,395201,126037767.00,5257,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,533655,INE152M01016,TRITURBINE,A,,,,,TRIVENI TURBINE LTD.,593.10,601.50,578.75,582.15,582.15,598.10,,581.91,,,31119,18300886.00,1406,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,534091,INE745G01043,MCX,A,,,,,MULTI COMMODITY EXCHANGE OF IN,2944.95,3057.10,2915.55,3037.75,3037.75,2942.00,,3039.93,,,351140,1058189989.00,18505,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,535789,INE148I01020,SAMMAANCAP,A,,,,,Sammaan Capital Limited,154.30,154.30,144.90,149.90,149.90,153.35,,150.21,,,1476865,220298919.00,8338,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,539177,INE206F01022,AIIL,A,,,,,Authum Investment & Infrastruc,551.60,561.20,549.95,553.00,555.00,551.50,,553.22,,,418084,230416421.00,570,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,539268,INE398R01022,SYNGENE,A,,,,,Syngene International Limited,408.00,408.45,402.50,403.65,403.65,403.25,,404.08,,,25190,10219957.00,785,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,539448,INE646L01027,INDIGO,A,,,,,InterGlobe Aviation Limited,5219.95,5236.00,5150.25,5215.20,5215.20,5280.00,,5219.99,,,34132,177840523.00,3984,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,539523,INE540L01014,ALKEM,A,,,,,Alkem Laboratories Limited,5402.40,5512.90,5397.00,5475.00,5475.00,5380.00,,5475.00,,,31263,170582474.00,1146,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,540699,INE935N01020,DIXON,A,,,,,Dixon Technologies (India) Lim,14000.80,14420.80,14000.80,14140.50,14140.50,14050.00,,14149.53,,,53039,754695129.00,7410,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,540716,INE765G01017,ICICIGI,A,,,,,ICICI Lombard General Insuranc,1620.75,1635.25,1615.00,1630.00,1630.00,1630.25,,1623.80,,,866609,1406865404.00,1826,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,540719,INE123W01016,SBILIFE,A,,,,,SBI Life Insurance Company Lim,1807.95,1807.95,1771.00,1778.55,1778.55,1789.00,,1778.00,,,97605,174195465.00,1556,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,540767,INE298J01013,NAM-INDIA,A,,,,,NIPPON LIFE INDIA ASSET MANAGE,1207.95,1207.95,1161.00,1175.85,1175.85,1202.50,,1170.61,,,102025,119966943.00,1675,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,540975,INE914M01019,ASTERDM,A,,,,,ASTER DM QUALITY CARE LIMITED,828.00,828.00,817.00,817.80,819.20,819.60,,818.00,,,24374,19992605.00,1205,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,541153,INE545U01014,BANDHANBNK,A,,,,,Bandhan Bank Limited,173.25,174.00,170.15,170.40,170.40,173.25,,170.50,,,281506,48350283.00,2931,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,541154,INE066F01020,HAL,A,,,,,Hindustan Aeronautics Limited,5099.75,5120.00,5037.80,5099.30,5099.30,5050.00,,5099.01,,,58609,298621338.00,7932,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,541450,INE364U01010,ADANIGREEN,A,,,,,Adani Green Energy Limited,1337.35,1337.35,1309.00,1309.00,1309.00,1325.00,,1308.04,,,60125,79562163.00,2570,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,541729,INE127D01025,HDFCAMC,A,,,,,HDFC Asset Management Company,2548.10,2548.10,2492.40,2525.00,2525.00,2521.15,,2525.00,,,14934,37537732.00,1645,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,542066,INE399L01023,ATGL,A,,,,,ADANI TOTAL GAS LIMITED,650.40,654.35,645.50,647.70,646.50,646.85,,647.35,,,20383,13251944.00,721,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,542772,INE466L01038,360ONE,A,,,,,360 ONE WAM LIMITED,1183.40,1185.00,1154.70,1168.90,1160.00,1170.65,,1163.60,,,14121,16586117.00,943,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543066,INE018E01016,SBICARD,A,,,,,SBI CARDS AND PAYMENT SERVICES,633.60,643.15,614.00,615.60,615.60,645.00,,615.00,,,203221,126670660.00,5018,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543187,INE07Y701011,POWERINDIA,A,,,,,HITACHI ENERGY INDIA LIMITED,35550.95,35570.00,35205.00,35220.00,35220.00,35528.50,,35274.49,,,4937,174537475.00,1483,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543265,INE0DD101019,RAILTEL,A,,,,,RailTel Corporation of India L,279.30,279.70,275.05,277.15,276.70,279.90,,277.15,,,27897,7720460.00,724,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543278,INE303R01014,KALYANKJIL,A,,,,,Kalyan Jewellers India Limited,610.60,612.30,601.45,602.00,602.00,609.25,,601.61,,,266566,161638255.00,4388,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543300,INE073K01018,SONACOMS,A,,,,,Sona BLW Precision Forgings Li,810.05,827.00,807.75,825.50,825.50,805.00,,824.03,,,559085,455547635.00,7846,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543320,INE758T01015,ETERNAL,A,,,,,Eternal Limited,319.70,321.15,315.50,316.00,316.00,317.85,,315.90,,,461322,146793413.00,6121,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543367,INE045601023,PARAS,A,,,,,Paras Defence and Space Techno,1383.30,1527.65,1383.30,1527.65,1527.65,1388.80,,1527.40,,,474216,704306014.00,18651,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543384,INE388Y01029,NYKAA,A,,,,,FSN E-Commerce Ventures Limite,324.95,328.35,321.00,321.00,321.00,327.15,,320.60,,,83133,27021750.00,1659,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543390,INE417T01026,POLICYBZR,A,,,,,PB Fintech Limited,1725.20,1767.00,1721.00,1748.00,1748.00,1729.30,,1747.00,,,54141,94936667.00,3153,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543396,INE982J01020,PAYTM,A,,,,,One 97 Communications Limited,1573.00,1597.50,1546.90,1546.90,1546.90,1583.00,,1546.32,,,429671,672085532.00,140744,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543428,INE0IX101010,DATAPATTNS,A,,,,,Data Patterns (India) Limited,4534.65,4750.35,4528.40,4737.45,4737.45,4528.40,,4737.21,,,60134,280350120.00,4848,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543463,INE825V01034,MANYAVAR,A,,,,,Vedant Fashions Limited,547.20,547.20,530.00,536.80,538.00,540.85,,536.90,,,10665,5710950.00,431,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543664,INE918Z01012,KAYNES,A,,,,,KAYNES TECHNOLOGY INDIA LIMITE,3670.75,3713.35,3641.00,3651.90,3651.90,3645.00,,3644.19,,,27911,102536831.00,2744,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543904,INE634S01028,MANKIND,A,,,,,Mankind Pharma Limited,2363.05,2394.65,2363.05,2390.00,2390.00,2399.95,,2380.01,,,7958,18897669.00,1379,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543933,INE055S01018,CYIENTDLM,B,,,,,Cyient DLM Limited,739.15,764.65,732.55,736.80,736.45,736.05,,736.21,,,153939,114946428.00,2244,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543940,INE758E01017,JIOFIN,A,,,,,Jio Financial Services Limited,248.95,248.95,245.85,246.15,246.15,249.80,,245.81,,,810399,199905663.00,10293,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543945,INE0NT901020,NETWEB,A,,,,,NETWEB TECHNOLOGIES INDIA LIMI,5085.10,5398.00,5085.10,5357.75,5357.75,5213.45,,5354.68,,,269729,1429581699.00,19234,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543980,INE682M01020,JLHL,A,,,,,Jupiter Life Line Hospitals Li,315.55,319.55,310.00,318.20,318.65,315.55,,318.20,,,12082,3804773.00,417,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,543985,INE07K301024,ZAGGLE,A,,,,,ZAGGLE PREPAID OCEAN SERVICES,161.60,169.90,154.40,165.85,166.15,160.45,,165.88,,,1805887,295779402.00,13620,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,544192,INE0HV901016,IXIGO,A,,,,,Le Travenues Technology Limite,173.65,174.25,170.90,173.00,171.20,172.35,,172.29,,,24389,4203061.00,382,F1,1,,,,,
2026-08-18,2026-08-18,CM,BSE,STK,544243,INE01FR01028,STYLEBAAZA,B,,,,,Baazar Style Retail Limited,403.65,403.65,398.40,403.65,403.65,384.45,,402.94,,,2353849,949568890.00,3395,F1,1,,,,,
